Serial No.,Date,Product ID,Demand,Inventory
7209,2022-01-08 05:27:55.247524752,32,875,118
7210,2022-11-08 00:15:59.135913592,75,966,429
7211,2023-05-25 05:25:19.711971192,41,270,344
7212,2022-12-19 16:45:30.513051304,18,908,383
7213,2023-11-24 09:37:47.146714672,16,475,787
7214,2022-07-06 16:18:43.312331232,4,96,916
7215,2022-09-21 13:21:09.126912692,87,117,513
7216,2023-08-19 03:43:56.543654360,5,461,724
7217,2023-06-01 05:37:51.467146712,3,136,341
7218,2022-10-16 05:35:15.931593160,27,396,42
7219,2022-01-27 01:31:35.589558956,67,335,583
7220,2022-06-02 05:17:07.182718272,76,528,3
7221,2022-07-17 04:37:30.945094508,17,504,725
7222,2023-08-05 10:19:24.356435640,63,610,842
7223,2023-03-23 12:18:13.069306928,88,17,929
7224,2023-03-08 14:51:35.589558952,40,396,310
7225,2022-11-16 15:01:23.168316832,97,886,299
7226,2023-03-11 09:26:33.159315928,97,748,417
7227,2022-10-30 07:45:27.272727272,92,628,420
7228,2022-09-16 03:41:29.648964896,85,985,27
7229,2022-09-05 13:37:34.185418540,10,652,843
7230,2023-10-07 05:11:38.829882984,76,758,387
7231,2022-11-26 13:19:08.154815480,94,338,338
7232,2022-03-15 17:41:49.090909091,28,980,760
7233,2022-03-17 04:44:25.706570657,37,914,91
7234,2023-04-07 23:45:53.195319528,19,69,650
7235,2023-08-19 05:29:04.374437440,45,178,581
7236,2023-01-18 04:38:14.149414940,43,534,322
7237,2023-05-06 07:36:31.539153912,33,814,587
7238,2023-08-05 12:04:32.187218720,1,967,253
7239,2022-05-30 08:57:01.782178218,56,366,948
7240,2022-06-22 05:22:52.817281728,76,376,964
7241,2022-08-20 05:08:20.090009000,71,559,520
7242,2022-09-12 17:20:21.602160216,83,631,951
7243,2023-04-09 14:18:45.472547256,17,862,320
7244,2023-12-18 08:20:35.643564352,50,85,548
7245,2023-04-04 16:55:00.810081008,41,168,793
7246,2022-10-09 12:23:15.499549956,29,500,201
7247,2023-04-10 13:05:27.272727272,19,165,226
7248,2023-02-10 09:49:44.338433844,22,762,362
7249,2022-06-02 08:47:22.844284428,72,39,848
7250,2022-04-09 01:10:16.741674167,30,247,839
7251,2022-01-30 01:21:56.651665166,15,174,133
7252,2022-06-03 18:04:51.629162916,19,510,483
7253,2022-10-09 05:22:44.176417640,71,697,475
7254,2023-04-14 06:27:06.642664264,51,202,369
7255,2023-04-26 00:33:07.398739872,23,4,971
7256,2022-08-11 07:22:24.734473448,39,472,262
7257,2022-07-13 18:16:22.898289828,45,812,687
7258,2022-11-29 11:24:21.386138612,37,667,743
7259,2023-04-11 04:51:37.749774976,81,650,138
7260,2022-09-25 13:43:19.819981996,12,954,53
7261,2022-07-11 15:27:35.805580558,41,843,982
7262,2023-03-25 01:05:57.515751576,48,824,775
7263,2023-08-15 03:21:45.850585056,7,558,67
7264,2023-04-26 12:49:02.214221424,74,639,497
7265,2022-03-08 03:28:14.689468947,14,472,702
7266,2022-04-28 04:14:28.406840684,45,351,576
7267,2023-12-21 20:26:51.521152112,13,372,861
7268,2022-04-14 19:35:35.373537353,84,347,376
7269,2022-01-25 16:14:06.804680468,48,211,944
7270,2023-05-10 07:58:42.232223224,90,278,140
7271,2022-12-27 15:44:44.068406840,92,979,605
7272,2022-02-22 15:19:05.994599460,93,124,399
7273,2023-03-04 17:59:40.558055808,88,466,263
7274,2023-01-07 00:33:16.039603960,23,930,161
7275,2023-06-02 16:40:28.082808280,38,293,347
7276,2023-08-19 19:30:07.020702072,86,766,970
7277,2023-01-14 16:31:58.271827180,78,827,588
7278,2023-04-24 04:44:51.629162912,20,619,206
7279,2022-11-26 23:49:55.139513952,43,718,845
7280,2023-03-03 17:27:50.927092712,89,474,51
7281,2023-10-22 16:39:18.955895584,47,867,152
7282,2023-01-25 10:06:09.396939692,26,864,104
7283,2022-05-26 20:50:45.904590458,32,338,947
7284,2022-04-09 18:41:35.049504950,28,442,938
7285,2022-09-27 13:01:51.251125112,1,329,973
7286,2022-04-29 17:02:12.853285328,79,801,979
7287,2022-11-14 17:27:59.567956796,15,659,790
7288,2023-02-11 20:52:20.954095408,56,666,300
7289,2022-05-14 09:13:26.840684068,30,449,708
7290,2022-11-14 20:58:15.229522952,6,832,751
7291,2022-10-06 21:18:33.591359136,43,196,203
7292,2023-04-27 08:05:28.352835280,75,654,201
7293,2022-11-04 08:39:27.596759676,46,956,930
7294,2022-09-22 08:37:35.265526552,76,261,401
7295,2023-08-09 17:42:06.372637264,38,517,318
7296,2023-07-16 17:14:10.045004496,50,587,59
7297,2022-09-29 22:51:09.666966696,48,593,472
7298,2022-02-16 10:23:00.378037803,76,913,469
7299,2022-04-25 18:25:09.990999100,71,821,158
7300,2022-10-08 03:05:46.714671468,35,210,478
7301,2023-11-27 14:43:31.701170112,99,929,879
7302,2022-11-23 02:58:00.108010800,38,913,430
7303,2022-07-11 17:12:43.636363636,3,716,405
7304,2023-09-16 09:49:27.056705672,15,25,732
7305,2022-05-29 13:40:35.643564356,69,531,635
7306,2022-06-06 07:24:25.706570656,11,703,712
7307,2023-04-03 02:22:08.532853280,10,628,26
7308,2023-12-04 04:25:16.471647160,81,833,518
7309,2023-09-15 05:47:21.764176416,92,26,884
7310,2023-10-22 21:54:42.448244824,86,976,722
7311,2022-04-17 08:55:09.450945094,99,439,327
7312,2023-07-27 07:18:05.508550856,68,631,676
7313,2022-07-20 13:13:31.161116112,23,103,511
7314,2023-07-31 12:55:39.693969392,67,296,901
7315,2023-11-11 22:00:28.082808280,82,622,509
7316,2022-11-22 02:26:10.477047704,94,382,916
7317,2023-11-28 09:59:57.839783976,81,298,751
7318,2023-01-04 23:29:36.777677768,38,579,348
7319,2022-12-31 07:21:15.607560756,80,388,61
7320,2023-04-16 21:31:48.550855088,36,655,991
7321,2023-04-29 07:23:59.783978400,46,450,572
7322,2022-06-28 06:48:42.772277228,65,478,696
7323,2022-08-04 03:39:37.317731772,69,827,860
7324,2022-07-16 18:06:43.960396040,37,384,519
7325,2023-12-19 14:07:48.766876688,4,148,753
7326,2023-10-26 03:00:27.002700272,20,782,344
7327,2022-01-01 07:00:31.323132313,29,960,897
7328,2023-11-13 21:18:59.513951392,20,535,854
7329,2022-08-02 14:51:52.871287128,67,53,342
7330,2023-05-16 04:09:08.694869488,99,676,819
7331,2023-10-03 18:50:30.783078304,65,903,465
7332,2022-09-08 23:58:42.232223220,70,515,846
7333,2023-04-19 14:21:38.289828984,68,424,817
7334,2023-02-26 04:17:55.787578760,92,145,397
7335,2022-07-20 00:57:36.345634562,2,657,941
7336,2023-12-10 00:35:42.934293424,17,162,612
7337,2022-10-17 06:07:05.562556256,8,519,523
7338,2023-04-28 05:07:02.322232224,23,179,384
7339,2022-03-30 06:22:47.416741674,94,223,918
7340,2022-07-06 16:18:43.312331232,40,786,579
7341,2023-01-13 08:59:37.317731772,25,632,863
7342,2022-07-18 06:54:28.406840684,86,277,872
7343,2022-06-13 07:36:57.461746174,87,601,786
7344,2023-10-19 06:18:10.909090904,19,472,40
7345,2023-10-13 18:53:23.600360032,33,615,115
7346,2022-04-10 22:43:40.342034203,68,925,988
7347,2023-10-15 09:26:15.877587760,52,977,499
7348,2022-12-03 13:31:39.909991000,41,246,204
7349,2022-04-06 03:05:03.510351035,84,415,488
7350,2022-11-10 04:49:54.059405940,14,747,920
7351,2023-06-20 01:41:31.809180920,98,170,247
7352,2023-01-12 03:12:24.194419440,98,601,103
7353,2022-02-03 10:29:46.498649865,10,493,407
7354,2023-01-23 07:17:22.304230420,13,878,99
7355,2023-06-08 11:05:46.714671464,28,627,890
7356,2022-01-25 00:27:56.327632763,65,179,295
7357,2023-07-01 02:16:14.257425744,41,59,425
7358,2022-01-03 16:49:49.738973897,6,388,339
7359,2023-10-16 04:42:42.016201616,80,493,879
7360,2023-12-10 14:36:45.580558056,80,534,644
7361,2022-02-02 04:42:33.375337533,67,594,629
7362,2023-10-31 12:40:06.480648064,47,319,647
7363,2022-11-23 23:59:34.077407740,95,401,553
7364,2022-07-31 05:02:34.455445544,83,51,126
7365,2022-02-05 01:02:38.775877587,34,600,400
7366,2023-03-22 01:15:36.453645360,13,171,372
7367,2022-09-30 00:36:17.497749776,39,289,245
7368,2022-06-30 21:53:24.680468046,81,37,62
7369,2023-07-10 15:48:20.090009000,10,45,545
7370,2022-05-11 00:37:26.624662466,71,770,654
7371,2023-05-02 03:44:05.184518448,47,756,84
7372,2023-01-13 03:44:13.825382536,56,906,337
7373,2022-02-07 10:51:57.191719172,14,737,520
7374,2023-05-20 16:47:14.203420344,3,991,983
7375,2023-12-30 07:41:59.891989200,19,525,178
7376,2022-10-04 18:29:46.498649864,78,599,211
7377,2022-06-19 03:47:23.924392438,59,241,438
7378,2023-08-31 10:05:52.115211520,11,947,8
7379,2022-06-13 23:23:07.938793878,21,961,626
7380,2023-07-28 18:20:42.124212416,62,175,532
7381,2022-04-04 17:47:34.725472547,44,967,716
7382,2023-08-14 22:06:22.358235824,17,396,342
7383,2022-10-09 01:52:28.514851484,30,732,504
7384,2023-10-22 13:09:03.294329432,59,427,886
7385,2022-04-19 11:43:56.543654366,13,822,40
7386,2023-02-10 13:20:00.000000000,97,863,257
7387,2023-08-16 07:23:51.143114312,33,653,761
7388,2023-07-18 09:32:10.153015296,4,593,116
7389,2023-03-27 10:55:15.931593160,24,245,460
7390,2023-06-13 22:30:34.023402336,40,63,982
7391,2022-01-06 18:25:18.631863186,93,432,963
7392,2023-09-28 09:10:51.305130512,95,593,27
7393,2023-01-08 18:36:23.978397840,72,368,846
7394,2022-09-16 19:27:40.126012600,18,226,270
7395,2023-09-27 12:09:17.335733568,48,180,726
7396,2023-05-11 17:16:11.017101712,70,613,367
7397,2023-02-13 14:55:28.892889288,29,780,623
7398,2022-11-19 14:51:44.230423040,34,791,495
7399,2022-12-15 21:38:43.312331232,76,317,931
7400,2022-08-05 23:27:53.087308732,17,861,184
7401,2023-08-23 04:06:07.236723672,34,112,375
7402,2023-03-10 05:24:27.866786680,15,77,100
7403,2022-12-13 04:48:53.573357336,33,128,413
7404,2022-01-06 14:55:02.970297029,16,241,204
7405,2023-03-12 11:43:30.621062104,74,112,575
7406,2023-01-15 22:19:11.395139512,23,5,761
7407,2022-11-23 16:59:02.754275428,60,314,115
7408,2022-08-16 03:01:01.566156616,42,192,928
7409,2022-04-08 00:38:27.110711071,47,223,381
7410,2022-11-21 17:40:31.323132312,9,534,59
7411,2022-06-21 17:06:58.001800180,41,440,506
7412,2022-02-21 18:17:32.025202520,55,603,583
7413,2023-06-17 03:36:18.577857784,4,854,499
7414,2022-04-24 17:53:20.360036004,34,411,934
7415,2022-02-07 19:37:36.345634563,75,541,655
7416,2022-09-18 20:31:19.387938792,68,253,867
7417,2022-07-03 19:58:37.911791178,52,82,578
7418,2023-04-06 19:43:47.902790280,67,206,176
7419,2022-07-27 01:10:08.100810080,85,272,896
7420,2023-09-11 01:54:55.409540952,51,639,14
7421,2022-12-16 04:39:14.635463544,28,997,590
7422,2023-12-05 11:57:37.425742576,45,411,68
7423,2022-01-22 02:22:43.096309631,72,748,921
7424,2022-03-18 17:32:10.153015301,97,382,263
7425,2022-01-29 09:35:46.174617461,83,166,153
7426,2023-05-10 04:28:26.570657064,72,210,473
7427,2022-10-22 14:01:37.209720972,45,68,256
7428,2023-05-22 09:05:14.311431144,13,539,134
7429,2022-11-20 03:07:39.045904588,81,856,69
7430,2023-04-09 03:47:58.487848784,40,68,942
7431,2022-05-01 23:21:15.607560756,81,37,410
7432,2022-06-16 02:11:55.031503150,89,949,269
7433,2022-08-11 05:37:16.903690368,72,960,493
7434,2022-03-23 06:10:15.661566156,77,100,421
7435,2023-05-21 03:18:01.188118808,27,156,981
7436,2022-01-14 20:54:47.848784878,85,79,444
7437,2023-06-25 04:20:39.963996400,31,71,5
7438,2023-01-03 00:11:05.346534652,74,466,710
7439,2022-04-30 21:04:18.145814582,95,919,417
7440,2023-08-26 16:12:23.114311432,72,613,264
7441,2022-10-10 12:55:05.130513052,86,888,261
7442,2023-10-01 12:31:28.028802880,43,895,485
7443,2022-05-24 04:00:56.165616562,89,768,365
7444,2022-06-22 22:54:11.125112510,67,663,518
7445,2022-12-25 02:25:09.990999100,85,7,374
7446,2022-01-30 10:07:35.805580558,26,771,393
7447,2023-12-26 07:19:49.198919888,20,394,759
7448,2023-03-16 19:06:12.637263728,59,910,43
7449,2022-02-02 13:28:12.529252925,55,161,879
7450,2023-03-29 13:44:03.024302432,63,440,270
7451,2023-11-30 21:34:24.086408640,95,302,885
7452,2022-12-07 20:54:21.926192620,80,300,460
7453,2023-01-06 19:17:52.547254724,9,838,302
7454,2023-02-03 04:21:49.090909088,54,99,445
7455,2023-04-19 16:06:46.120612056,29,104,567
7456,2022-06-08 17:13:44.122412240,51,167,182
7457,2022-04-30 10:33:31.161116112,60,721,757
7458,2023-12-12 10:25:01.350135008,69,531,159
7459,2023-06-03 13:42:02.052205216,32,170,658
7460,2022-07-23 11:18:44.392439244,13,11,562
7461,2023-07-27 05:32:57.677767776,97,229,417
7462,2023-05-14 06:35:45.094509448,95,570,837
7463,2022-04-11 05:44:11.665166516,5,692,571
7464,2022-12-04 08:48:06.048604860,75,796,505
7465,2023-08-21 15:18:22.790279024,57,435,582
7466,2022-02-12 01:15:10.531053105,42,231,635
7467,2022-11-04 20:55:22.412241224,65,905,929
7468,2022-02-21 04:16:29.378937893,86,77,156
7469,2023-03-10 21:10:38.343834384,73,31,938
7470,2022-07-05 15:46:53.681368136,50,180,90
7471,2023-04-17 22:03:38.181818184,37,430,9
7472,2023-04-07 00:59:11.395139512,10,985,521
7473,2023-03-01 12:53:56.003600360,40,675,885
7474,2023-08-07 14:53:19.279927992,25,169,663
7475,2022-09-03 14:19:02.754275428,30,789,560
7476,2022-11-08 07:16:30.459045904,88,91,374
7477,2022-07-16 14:36:28.298829882,6,535,91
7478,2022-02-25 16:54:34.887488749,12,810,333
7479,2022-02-22 11:48:50.333033303,54,811,110
7480,2022-04-24 02:07:09.882988298,34,280,864
7481,2022-08-07 15:45:53.195319532,5,630,836
7482,2022-08-11 23:08:35.211521152,32,139,787
7483,2022-09-20 07:33:56.003600360,99,39,253
7484,2022-12-15 21:38:43.312331232,43,83,220
7485,2022-05-28 06:08:14.689468946,52,377,113
7486,2023-10-26 03:00:27.002700272,40,562,120
7487,2023-08-28 06:45:15.391539152,13,251,203
7488,2023-09-21 01:57:48.226822680,48,302,767
7489,2022-08-25 18:18:15.229522952,63,729,808
7490,2022-07-29 16:14:50.009000900,21,713,601
7491,2022-08-04 08:55:00.810081008,56,926,150
7492,2022-03-13 09:37:38.505850585,11,510,628
7493,2022-09-25 11:58:11.989198920,73,788,304
7494,2022-12-20 19:02:27.974797480,32,429,51
7495,2022-08-12 23:40:24.842484248,41,786,867
7496,2023-02-17 22:18:10.909090908,68,925,339
7497,2023-01-09 06:52:18.793879388,56,831,848
7498,2022-03-19 00:32:41.476147615,86,328,947
7499,2023-06-14 09:01:21.008100808,91,757,855
7500,2022-04-21 11:02:27.974797480,61,634,852
7501,2022-11-02 09:20:56.165616560,26,163,98
7502,2023-05-05 03:34:26.246624664,52,949,361
7503,2022-01-04 05:05:44.554455445,66,744,707
7504,2023-12-12 06:54:45.688568856,5,565,609
7505,2022-08-23 15:29:28.136813680,48,378,782
7506,2023-02-13 20:10:52.385238524,58,385,769
7507,2023-07-20 00:05:02.430243024,1,924,415
7508,2022-09-13 12:36:47.740774076,27,385,747
7509,2022-12-10 22:29:50.819081908,12,131,81
7510,2023-06-05 06:00:02.160216024,67,278,520
7511,2022-08-29 15:10:10.261026100,59,47,463
7512,2022-04-15 18:22:17.173717372,68,897,705
7513,2023-09-04 20:58:49.792979296,11,767,131
7514,2023-01-01 07:53:05.238523852,56,528,239
7515,2022-04-25 07:54:23.006300630,8,135,259
7516,2022-03-11 03:18:35.751575157,20,247,197
7517,2023-10-08 14:29:07.614761472,90,256,53
7518,2022-08-13 15:26:35.319531952,39,84,106
7519,2023-08-15 05:06:53.681368136,45,632,634
7520,2022-08-14 15:58:24.950495048,52,122,145
7521,2022-12-24 21:09:46.498649864,13,250,164
7522,2022-04-21 04:01:56.651665166,24,663,857
7523,2022-04-22 15:04:33.267326732,55,774,56
7524,2023-05-06 16:22:10.693069304,28,707,816
7525,2022-06-17 11:29:23.816381638,71,717,791
7526,2023-07-26 01:30:52.385238520,7,579,495
7527,2023-01-20 03:56:45.580558056,19,59,583
7528,2023-04-21 17:10:25.382538256,83,398,718
7529,2022-01-31 05:24:01.944194419,15,252,496
7530,2023-09-27 08:39:01.674167416,23,716,983
7531,2022-08-29 11:39:54.599459944,18,970,833
7532,2023-05-09 05:41:44.770477048,62,297,772
7533,2023-08-28 19:01:10.207020704,50,113,473
7534,2023-01-15 13:33:32.241224120,52,12,480
7535,2022-01-05 03:52:26.354635463,51,292,863
7536,2022-09-27 11:16:43.420342032,13,495,690
7537,2023-04-24 17:00:46.444644464,14,733,298
7538,2023-10-18 07:31:29.108910888,14,828,371
7539,2022-07-06 14:33:35.481548154,52,427,62
7540,2023-02-03 13:07:28.244824480,57,616,493
7541,2022-02-06 05:04:44.068406840,39,701,331
7542,2023-10-20 13:50:31.863186320,53,904,159
7543,2022-09-20 00:33:24.680468048,48,865,741
7544,2023-06-17 05:21:26.408640864,44,8,145
7545,2023-05-25 00:09:56.219621960,98,583,794
7546,2023-07-07 07:12:19.873987400,96,490,412
7547,2023-03-23 00:02:18.253825384,58,630,966
7548,2023-02-20 11:37:44.986498648,83,523,1
7549,2022-07-12 22:59:56.759675968,19,538,528
7550,2023-08-02 15:44:26.786678664,64,26,324
7551,2023-06-25 04:20:39.963996400,92,684,575
7552,2023-03-01 14:39:03.834383440,69,250,883
7553,2022-09-27 11:16:43.420342032,70,23,765
7554,2023-05-01 11:57:54.707470744,20,574,176
7555,2022-07-16 16:21:36.129612960,51,500,211
7556,2023-01-26 17:38:30.351035104,48,764,489
7557,2022-07-19 02:10:54.545454544,35,684,646
7558,2023-02-03 06:06:56.921692168,22,71,843
7559,2022-05-09 18:50:13.501350134,34,867,529
7560,2022-04-01 07:26:26.678667867,1,766,803
7561,2023-08-26 19:42:38.775877584,58,699,35
7562,2022-02-23 15:50:55.625562556,41,391,827
7563,2022-08-11 00:21:53.411341132,95,724,291
7564,2022-10-13 03:59:47.038703868,78,963,873
7565,2023-05-24 22:24:48.388838880,98,991,103
7566,2023-12-03 03:53:26.840684064,87,603,759
7567,2023-02-20 15:08:00.648064804,20,405,924
7568,2023-09-04 20:58:49.792979296,27,692,86
7569,2023-10-31 03:54:27.326732672,69,369,358
7570,2022-11-07 12:00:04.320432044,17,132,378
7571,2022-09-18 17:01:03.726372636,35,322,494
7572,2023-01-10 07:24:08.424842484,7,792,256
7573,2022-01-12 04:04:58.109810981,63,948,52
7574,2023-03-13 05:14:48.928892888,21,221,721
7575,2022-09-22 10:22:43.096309632,57,143,983
7576,2023-01-25 15:21:32.889288928,83,88,562
7577,2023-02-09 09:17:54.707470744,86,467,442
7578,2023-06-23 19:03:11.179117912,95,874,255
7579,2023-01-06 22:48:08.208820880,34,761,559
7580,2023-04-27 22:06:30.999099912,33,584,233
7581,2022-08-22 02:41:43.690369036,82,724,257
7582,2023-09-17 10:21:16.687668768,53,979,760
7583,2022-03-24 04:56:57.461746174,54,195,486
7584,2022-03-13 11:22:46.336633663,69,349,969
7585,2023-08-18 08:27:30.405040504,85,287,519
7586,2023-01-24 16:34:51.089108908,3,2,514
7587,2022-04-01 19:42:21.494149415,53,478,710
7588,2023-07-09 01:15:27.812781280,71,44,17
7589,2022-05-21 21:41:53.411341134,4,215,998
7590,2023-05-27 06:28:58.973897392,93,375,756
7591,2023-07-20 17:36:20.738073808,71,527,535
7592,2023-01-16 14:05:21.872187216,88,871,627
7593,2023-06-24 07:19:05.994599456,86,788,511
7594,2022-08-11 00:21:53.411341132,60,709,17
7595,2023-05-24 22:24:48.388838880,33,326,785
7596,2022-12-17 13:56:43.420342032,62,330,319
7597,2022-01-19 02:32:22.034203420,17,917,492
7598,2022-12-12 13:02:43.096309628,11,245,844
7599,2022-05-08 16:33:16.039603960,91,633,647
7600,2022-01-18 05:30:48.064806480,95,267,777
7601,2022-01-04 01:35:28.892889288,85,252,243
7602,2022-02-10 21:13:05.238523852,55,788,24
7603,2022-10-29 22:59:48.118811880,87,491,59
7604,2023-05-18 17:28:42.772277224,37,106,257
7605,2023-11-06 14:05:56.435643560,89,976,330
7606,2023-12-27 09:36:46.660666064,96,695,693
7607,2022-07-13 02:30:12.421242124,43,451,534
7608,2023-07-18 02:31:38.829882984,4,235,990
7609,2023-11-23 19:36:44.500450040,36,86,251
7610,2023-12-13 19:42:30.135013496,77,563,123
7611,2022-06-18 17:16:36.939693968,11,152,109
7612,2022-09-04 14:50:52.385238524,19,210,809
7613,2023-06-29 04:42:50.657065704,51,21,41
7614,2022-02-03 14:00:02.160216021,59,952,267
7615,2023-04-25 00:01:17.767776776,82,72,927
7616,2023-10-16 20:28:52.493249320,4,803,922
7617,2022-08-31 16:13:49.522952296,79,502,983
7618,2022-12-15 18:08:27.650765076,4,377,795
7619,2022-04-08 18:09:45.418541854,79,214,956
7620,2022-12-29 11:32:59.837983796,99,171,768
7621,2023-10-18 00:30:57.785778576,60,584,918
7622,2022-06-09 00:14:15.445544554,53,209,488
7623,2022-09-16 08:56:53.141314132,74,973,785
7624,2023-07-16 01:27:59.567956792,5,214,396
7625,2023-06-22 23:46:45.040504048,35,481,964
7626,2022-07-14 17:03:04.698469846,4,274,695
7627,2022-09-02 06:46:41.800180016,90,112,220
7628,2023-10-30 20:53:56.003600360,93,652,975
7629,2022-11-18 14:19:54.599459944,67,169,842
7630,2023-06-26 10:07:53.087308728,67,421,164
7631,2022-06-18 05:00:42.124212420,72,421,184
7632,2022-03-19 11:03:28.460846084,92,908,412
7633,2023-01-16 19:20:45.364536452,23,987,422
7634,2023-05-31 05:06:01.836183616,40,181,593
7635,2022-11-19 00:50:41.584158416,63,920,619
7636,2023-09-22 04:14:45.688568856,27,29,421
7637,2022-01-11 14:03:55.463546354,4,809,682
7638,2022-03-26 20:01:39.369936993,58,305,116
7639,2022-02-13 19:18:18.469846984,7,468,302
7640,2023-04-16 09:15:53.735373536,79,605,296
7641,2023-02-22 21:27:03.402340232,81,413,171
7642,2023-01-09 22:38:29.270927092,99,651,674
7643,2023-01-23 16:03:01.458145812,60,957,929
7644,2023-02-23 23:44:00.864086408,49,675,984
7645,2023-03-02 16:56:01.296129608,64,258,454
7646,2022-07-01 18:54:58.649864986,80,532,596
7647,2023-05-21 22:34:27.326732672,25,613,608
7648,2022-05-18 21:51:32.349234924,84,689,722
7649,2022-12-01 19:28:31.971197120,60,661,530
7650,2022-03-29 21:37:08.262826282,5,421,394
7651,2023-06-17 15:52:13.393339336,29,244,378
7652,2023-04-30 07:55:49.414941496,59,37,52
7653,2022-10-11 20:27:26.084608460,17,553,101
7654,2022-12-11 19:31:24.788478848,23,110,937
7655,2022-07-03 14:43:14.419441944,36,277,796
7656,2022-03-01 13:46:29.918991899,22,507,985
7657,2022-08-08 21:33:06.318631864,2,490,971
7658,2023-04-10 11:20:19.441944192,10,572,691
7659,2022-07-29 02:13:47.362736272,30,487,590
7660,2023-07-23 08:41:02.646264624,1,172,833
7661,2023-12-10 12:51:37.749774976,63,527,318
7662,2022-07-07 11:35:09.450945094,62,23,309
7663,2023-06-20 05:11:47.470747072,50,748,467
7664,2023-07-13 08:38:09.828982896,4,974,594
7665,2022-03-04 08:21:27.488748875,29,383,790
7666,2023-10-01 12:31:28.028802880,73,602,153
7667,2022-09-14 21:54:16.525652564,62,999,946
7668,2023-01-20 03:56:45.580558056,18,231,399
7669,2022-04-05 00:48:06.048604860,83,475,605
7670,2023-07-13 20:54:04.644464448,95,481,979
7671,2023-03-10 08:54:43.528352832,96,176,943
7672,2023-02-06 16:28:04.968496848,61,976,830
7673,2023-08-19 19:30:07.020702072,25,390,151
7674,2023-04-13 11:10:40.504050400,53,817,906
7675,2023-11-18 23:58:07.668766872,77,586,444
7676,2022-11-24 17:30:52.385238524,37,767,570
7677,2023-02-06 07:42:25.814581456,64,920,773
7678,2023-12-23 05:44:20.306030600,60,703,113
7679,2023-09-30 17:15:01.890189016,64,902,353
7680,2022-05-12 23:55:58.055805580,35,478,163
7681,2022-08-13 03:10:40.504050404,76,721,363
7682,2022-03-17 09:59:49.198919892,89,630,610
7683,2023-08-13 05:48:22.250225024,94,776,809
7684,2022-06-27 13:17:24.464446444,99,436,798
7685,2023-05-13 06:03:55.463546352,64,135,532
7686,2022-06-07 20:12:10.153015302,46,17,361
7687,2022-11-01 10:34:14.365436544,34,802,626
7688,2022-10-12 13:58:44.392439244,63,447,744
7689,2023-09-30 08:29:22.736273624,60,169,554
7690,2022-10-23 21:33:58.163816380,63,696,912
7691,2022-02-14 18:05:00.270027002,6,646,113
7692,2023-04-10 09:35:11.611161112,63,648,709
7693,2022-02-07 02:06:18.037803780,38,963,214
7694,2022-07-18 22:40:38.883888388,35,699,217
7695,2022-12-30 22:35:36.453645364,81,665,8
7696,2023-02-02 16:05:54.275427540,46,681,541
7697,2023-09-01 03:37:10.423042304,31,307,894
7698,2022-12-28 11:01:10.207020700,30,363,303
7699,2022-01-05 00:22:10.693069306,99,701,571
7700,2023-10-25 07:44:00.864086408,70,551,295
7701,2022-03-09 18:01:06.966696669,88,708,540
7702,2023-07-31 09:25:24.032403240,99,642,528
7703,2022-07-13 23:31:46.390639064,70,680,523
7704,2022-12-31 00:20:44.284428440,79,281,970
7705,2023-10-11 02:03:33.861386136,98,399,546
7706,2022-06-26 18:00:58.325832582,90,723,591
7707,2023-04-06 00:27:21.764176416,39,954,356
7708,2022-11-30 03:10:31.863186316,19,389,534
7709,2023-11-06 05:20:17.281728168,69,708,865
7710,2022-01-11 22:49:34.617461746,38,532,528
7711,2023-01-09 01:36:55.301530152,75,210,130
7712,2022-05-03 17:24:23.546354636,11,401,464
7713,2023-03-15 15:04:07.344734472,84,613,657
7714,2023-05-31 17:21:56.651665168,50,399,288
7715,2023-08-10 12:58:32.511251120,24,886,647
7716,2023-11-07 21:38:17.389738968,48,918,910
7717,2022-07-23 14:49:00.054005400,63,23,386
7718,2022-03-17 01:14:10.045004500,81,657,356
7719,2023-04-21 01:24:14.905490544,90,546,106
7720,2023-05-14 11:51:08.586858688,83,286,998
7721,2023-11-14 07:49:46.498649864,29,542,179
7722,2023-06-13 19:00:18.361836184,92,551,44
7723,2022-09-25 17:13:35.481548156,64,895,448
7724,2023-01-24 14:49:43.258325832,76,915,271
7725,2023-08-09 21:12:22.034203416,74,226,668
7726,2022-04-11 14:29:50.819081908,55,113,624
7727,2022-10-16 23:06:34.239423940,35,633,523
7728,2023-07-01 07:31:37.749774976,8,965,947
7729,2022-02-13 08:47:31.485148514,12,938,393
7730,2022-07-22 14:17:10.423042304,2,143,866
7731,2022-06-19 14:18:10.909090908,57,969,903
7732,2022-10-15 01:33:10.639063904,2,780,389
7733,2023-06-17 08:51:42.070207016,4,618,47
7734,2023-08-14 04:35:04.050405040,85,602,558
7735,2022-06-27 13:17:24.464446444,1,407,810
7736,2023-01-24 21:50:14.581458144,74,837,861
7737,2023-03-19 17:11:25.868586856,14,673,646
7738,2022-02-20 10:45:11.071107110,69,320,584
7739,2023-03-03 19:12:58.757875784,72,891,201
7740,2022-06-28 19:04:37.587758776,44,181,646
7741,2022-07-11 20:42:59.297929792,43,584,521
7742,2022-05-19 01:21:48.010801080,26,544,533
7743,2022-01-08 01:57:39.585958595,70,209,255
7744,2022-06-04 15:06:25.598559856,40,386,897
7745,2022-07-24 11:50:34.023402340,66,847,452
